City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
236,Akalkot,IN,2022-04-27 19:36:46,17.5333,76.2167,95.83,21,12,6.24
237,Aksu,CN,2022-04-27 19:36:46,41.1231,80.2644,57.61,43,89,1.63
238,Berbera,SO,2022-04-27 19:36:47,10.4396,45.0143,85.05,75,4,6.4
239,Valle De Allende,MX,2022-04-27 19:36:47,26.9333,-105.4,82.98,17,1,4.79
240,Shannon,IE,2022-04-27 19:32:41,52.7039,-8.8642,59.0,51,75,10.36
241,Buin,CL,2022-04-27 19:36:48,-33.7333,-70.75,63.05,69,89,3.15
242,Coahuayana,MX,2022-04-27 19:36:50,18.7333,-103.6833,91.6,36,0,8.16
243,Santa Lucia,ES,2022-04-27 19:34:01,27.9117,-15.5407,59.76,63,20,23.02
244,Muroto,JP,2022-04-27 19:36:50,33.2833,134.15,66.16,81,100,7.09
245,Novyy Urengoy,RU,2022-04-27 19:36:51,66.0833,76.6333,29.73,85,100,12.57
246,Ketchikan,US,2022-04-27 19:36:51,55.3422,-131.6461,50.47,53,100,5.75
247,Castro,BR,2022-04-27 19:36:34,-24.7911,-50.0119,73.74,68,4,5.12
248,Port Hedland,AU,2022-04-27 19:36:53,-20.3167,118.5667,77.05,78,100,0.0
249,Ajdabiya,LY,2022-04-27 19:36:53,30.7554,20.2263,81.59,15,0,13.65
250,Rocha,UY,2022-04-27 19:36:53,-34.4833,-54.3333,63.3,77,4,8.63
251,Ust-Kulom,RU,2022-04-27 19:36:54,61.6864,53.6902,35.67,89,100,7.83
252,Ola,RU,2022-04-27 19:36:54,59.5833,151.2833,24.17,62,100,16.96
253,Songea,TZ,2022-04-27 19:36:56,-10.6833,35.65,62.24,99,64,3.91
254,Yerbogachen,RU,2022-04-27 19:36:57,61.2767,108.0108,22.24,96,20,1.52
255,Khani,GE,2022-04-27 19:36:57,41.9563,42.9566,44.17,93,6,2.01
256,Mackay,AU,2022-04-27 19:34:23,-21.15,149.2,74.68,94,75,10.36
257,Platanos,GR,2022-04-27 19:36:58,37.6667,21.6167,64.56,66,0,4.21
258,Cruzeiro Do Sul,BR,2022-04-27 19:36:58,-29.5128,-51.9853,90.09,66,1,5.03
259,Lebu,CL,2022-04-27 19:36:59,-37.6167,-73.65,54.72,61,39,10.22
260,Kieta,PG,2022-04-27 19:36:59,-6.2167,155.6333,79.34,84,98,0.72
261,Mehamn,NO,2022-04-27 19:37:00,71.0357,27.8492,23.43,69,100,26.17
262,Longyearbyen,SJ,2022-04-27 19:37:00,78.2186,15.6401,3.04,55,40,14.97
263,Dikson,RU,2022-04-27 19:37:01,73.5069,80.5464,30.56,96,100,26.78
264,Carlsbad,US,2022-04-27 19:37:01,33.1581,-117.3506,78.57,64,75,12.66
265,Palmer,US,2022-04-27 19:37:03,42.1584,-72.3287,56.52,40,40,20.71
266,Prince Rupert,CA,2022-04-27 19:35:12,54.3161,-130.3201,46.49,71,100,2.3
267,Cidreira,BR,2022-04-27 19:37:05,-30.1811,-50.2056,79.61,73,10,8.84
268,Broome,US,2022-04-27 19:36:58,42.2506,-75.833,41.63,65,100,15.01
